Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_scaled,Attrition_encoded,Income_per_Year,Tenure_Ratio
51.0,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461.0,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,-0.9391486182643863,1,129.52631578947367,0.5263157894736842
28.0,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722.0,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,1.085364095511123,1,792.9090909090909,0.9090909090909091
26.0,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,-0.4560593362997463,0,565.0,0.7142857142857143
30.0,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957.0,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,1.4847049678179036,0,1244.625,0.75
41.0,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,3376.0,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,-0.6432806845310225,0,306.90909090909093,0.9090909090909091
38.0,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,1.1180227417483577,0,420.14285714285717,0.9047619047619048
40.0,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,1.6027287883782073,0,688.1333333333333,0.7333333333333333
27.0,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,-0.2407062828938225,0,1155.25,0.75
55.0,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,1.814201606587628,0,457.3333333333333,0.125
28.0,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,3660.0,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,-0.551448451547115,0,332.72727272727275,0.7272727272727273
44.0,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482.0,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,1.6544652576649157,1,419.28,0.8
33.0,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,0.5670293438449129,0,711.9,0.3
35.0,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,1.3634476179271808,1,958.2,0.8
33.0,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508.0,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,-0.2772451643275603,1,300.53333333333336,0.8666666666666667
28.0,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,-1.021280263257036,0,441.4,0.8
34.0,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,0.7730051621926208,0,969.5,0.75
37.0,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,0.4296043473020936,0,743.7777777777778,0.1111111111111111
25.0,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,-0.5414245106228153,1,461.375,0.875
26.0,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,-0.9663102646399082,1,1188.5,0.5
33.0,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,-0.9870048523545916,1,385.5,0.3333333333333333
28.0,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,-0.8954959723037261,1,1298.0,0.5
50.0,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728.0,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,-0.20610751905833624,1,788.0,0.0
33.0,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,4302.0,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,-0.3438558685341974,0,860.4,0.6
34.0,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,2979.0,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,-0.7716517989486678,0,425.57142857142856,0.0
45.0,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593.0,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,0.07359276802293122,0,349.5625,0.9375
52.0,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,1.6425011991423644,0,549.7368421052631,0.42105263157894735
38.0,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,1.0911844483058777,0,874.0,0.8
29.0,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,-0.9220109128131642,0,209.5,0.5833333333333334
28.0,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,0.7403465159553861,0,695.9090909090909,0.8181818181818182
38.0,No,Travel_Rarely,130,Research & Development,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351.0,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,0.6420472243106401,0,668.2727272727273,0.09090909090909091
43.0,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,1.7637585490330874,0,569.4736842105264,0.42105263157894735
39.0,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,2.1999616557066477,1,553.1363636363636,0.8181818181818182
21.0,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,2070.0,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,-1.06557961508378,0,690.0,0.6666666666666666
39.0,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,0.45805940540978324,0,678.2,0.5
36.0,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,0.7804422796525852,0,409.42105263157896,0.5789473684210527
31.0,No,Travel_Frequently,793,Research & Development,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791.0,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,-0.8324421503605501,0,697.75,0.5
28.0,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,3201.0,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,-0.6998674478133599,0,457.2857142857143,0.7142857142857143
35.0,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968.0,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,-0.12850281512827358,0,828.0,0.8333333333333334
49.0,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,2.507470295029521,0,570.4347826086956,0.391304347826087
34.0,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,-0.43083780752247597,0,672.1666666666666,0.5
29.0,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,-0.6707656838395863,0,365.6666666666667,0.7777777777777778
42.0,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,-0.35355645652545525,0,251.2941176470588,0.058823529411764705
29.0,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,-0.10004775702058395,0,459.6363636363636,0.9090909090909091
38.0,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,-0.815304444909328,0,355.5,0.875
28.0,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,-0.8608972084682398,0,675.75,0.75
18.0,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,-1.11925620196874,1,1904.0,0.0
33.0,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,0.924334334856243,1,1174.857142857143,0.7142857142857143
41.0,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,-0.19382010760274299,0,680.8571428571429,0.14285714285714285
31.0,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,-0.8909690312411391,1,870.0,0.6666666666666666
37.0,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,0.11821547278271724,0,573.1,0.6
27.0,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,-0.913927089487116,0,507.8,0.8
34.0,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714.0,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,0.11271847292100447,0,816.2857142857143,0.8571428571428571
35.0,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,-0.337065456940317,0,617.5714285714286,0.7142857142857143
29.0,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,0.6371969303150112,1,611.3333333333334,0.9166666666666666
40.0,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499.0,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,2.6300210566524114,0,642.8095238095239,0.8571428571428571
42.0,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,2.713769466310271,1,598.1739130434783,0.9130434782608695
42.0,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,-0.0680358166494331,0,515.5,0.6
35.0,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,-1.0047892636718976,0,205.27272727272728,0.7272727272727273
24.0,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,-0.5718196863287565,0,513.8571428571429,0.5714285714285714
28.0,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515.0,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,-0.9216875598801222,1,1257.5,0.5
26.0,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,-0.30570022243524997,0,491.1111111111111,0.8888888888888888
30.0,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,0.39209540706923,0,598.0,0.9090909090909091
40.0,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,-0.3050535165691661,0,260.11764705882354,0.058823529411764705
35.0,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,1.5872078475921947,0,642.125,0.4375
34.0,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,-0.0072454652375507035,0,356.2,0.8666666666666667
35.0,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,-0.9666336175729502,0,792.0,0.6666666666666666
43.0,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,-0.00627540643842492,1,668.25,0.5
32.0,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,-0.8208014447710408,0,1413.5,0.5
29.0,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,-0.7225021531262947,0,284.6363636363636,0.9090909090909091
19.0,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552.0,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,-0.9097235013575709,0,1276.0,0.5
45.0,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,-0.2872691052518601,0,559.625,0.375
37.0,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,0.3584667020328695,0,431.6,0.9333333333333333
20.0,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033.0,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,-0.7541907405644037,0,1011.0,0.6666666666666666
44.0,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936.0,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,-0.7855559750694706,1,419.42857142857144,0.8571428571428571
29.0,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168.0,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,-1.0338910276456712,0,309.7142857142857,0.7142857142857143
22.0,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853.0,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,-0.8123942685119506,1,1426.5,0.0
44.0,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,-0.9944419698145559,0,327.14285714285717,0.0
33.0,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,-0.5708496275296306,0,600.0,0.8333333333333334
41.0,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,4903.5,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,-0.14935907930947792,1,817.25,0.16666666666666666
30.0,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115.0,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,-0.40432286701303793,0,457.22222222222223,0.4444444444444444
40.0,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327.0,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,-0.33577204520814924,0,721.1666666666666,0.0
28.0,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196.0,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,-0.7014842124785695,0,456.57142857142856,0.8571428571428571
35.0,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966.0,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,1.1642622111733534,0,560.375,0.4375
24.0,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,-1.0203102044579102,1,1105.0,0.5
33.0,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539.0,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,-0.26722122340326054,0,412.6363636363636,0.9090909090909091
36.0,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741.0,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,-0.8486097970126466,0,342.625,0.875
30.0,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491.0,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,-0.6060950972312008,0,317.3636363636364,0.9090909090909091
44.0,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,-0.2665745175371767,0,216.23809523809524,0.9523809523809523
20.0,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678.0,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,-0.868981031794288,0,892.6666666666666,0.6666666666666666
46.0,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.0,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,0.6511011064358141,0,567.6153846153846,0.46153846153846156
42.0,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,6272.0,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,0.29314940955840013,0,570.1818181818181,0.36363636363636365
60.0,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220.0,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,-0.04701787600170781,0,401.53846153846155,0.8461538461538461
32.0,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743.0,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,-0.8479630911465628,0,914.3333333333334,0.6666666666666666
32.0,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998.0,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,-0.11880222713701576,0,454.3636363636364,0.7272727272727273
36.0,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252.0,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,1.5800940830652723,0,569.5555555555555,0.3888888888888889
33.0,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781.0,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,-0.8356756796909695,0,173.8125,0.875
40.0,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852.0,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,0.48069411072271817,0,856.5,0.625
25.0,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,-0.13432316792302829,0,825.0,0.6666666666666666
30.0,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579.0,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,-0.5776400391235111,0,275.3076923076923,0.8461538461538461
42.0,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married,13191.0,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,2.530428353275498,0,628.1428571428571,0.047619047619047616
35.0,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377.0,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,1.6205131996955133,0,610.4117647058823,0.7647058823529411
27.0,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,-1.012226381131862,0,223.5,0.9
54.0,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502.0,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,1.6609323163257543,0,308.88235294117646,0.14705882352941177
44.0,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011.0,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,-1.0846574381332539,0,182.8181818181818,0.9090909090909091
19.0,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,4903.5,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,-0.14935907930947792,1,2451.75,0.5
29.0,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760.0,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,-0.5191131582429223,0,940.0,0.75
31.0,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833.0,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,0.47455040499492157,0,976.1428571428571,0.8571428571428571
31.0,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812.0,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,0.4677599934010411,0,619.2727272727273,0.9090909090909091
